date,close,open,high,low,volume,Change %
2020-08-28,1100.55,1112.88,1113.55,1094.84,29100000000.0,-0.76
2020-08-27,1108.93,1107.55,1111.6,1102.01,29000000000.0,0.9
2020-08-26,1099.02,1090.1,1104.65,1085.99,31700000000.0,0.63
2020-08-25,1092.16,1114.05,1118.24,1083.14,31300000000.0,-1.47
2020-08-24,1108.44,1111.21,1118.11,1106.23,30900000000.0,-0.13
2020-08-21,1109.88,1132.9,1141.32,1106.71,56600000000.0,-1.5
2020-08-20,1126.8,1124.97,1131.7,1113.93,42200000000.0,0.19
2020-08-19,1124.71,1099.41,1125.8,1099.41,40000000000.0,2.95
2020-08-18,1092.46,1087.75,1100.59,1084.47,26300000000.0,0.58
2020-08-17,1086.2,1085.52,1090.16,1077.29,27900000000.0,0.22
2020-08-14,1083.83,1093.52,1096.18,1077.32,31400000000.0,-1.49
2020-08-13,1100.26,1119.48,1125.92,1095.84,38700000000.0,-1.25
2020-08-12,1114.18,1114.9,1119.29,1096.46,46200000000.0,0.37
2020-08-11,1110.05,1082.24,1112.44,1082.24,47000000000.0,3.21
2020-08-10,1075.52,1055.58,1078.94,1039.0,38000000000.0,1.41
2020-08-07,1060.59,1030.33,1062.07,985.38,60400000000.0,2.53
2020-08-06,1034.4,1090.61,1093.68,1033.82,50700000000.0,-5.26
2020-08-05,1091.8,1095.29,1100.56,1066.13,45700000000.0,0.43
2020-08-04,1087.16,1140.39,1143.26,1064.91,42900000000.0,-3.53
2020-07-30,1126.9,1137.17,1137.17,1124.6,14000000000.0,-0.76
2020-07-29,1135.55,1156.04,1159.74,1120.96,43500000000.0,-1.49
2020-07-28,1152.7,1197.1,1198.16,1152.7,40900000000.0,-3.59
2020-07-27,1195.67,1199.57,1203.42,1194.35,27300000000.0,0.31
2020-07-24,1192.02,1185.01,1192.02,1182.21,31700000000.0,0.14
2020-07-23,1190.31,1187.14,1196.72,1185.85,35100000000.0,0.81
2020-07-22,1180.8,1188.16,1193.72,1175.36,51600000000.0,0.03
2020-07-21,1180.42,1201.71,1205.86,1171.6,47400000000.0,-1.04
2020-07-20,1192.81,1188.44,1197.47,1185.83,35500000000.0,0.42
2020-07-17,1187.86,1188.65,1191.61,1183.61,28300000000.0,-0.02
2020-07-16,1188.08,1187.35,1194.51,1186.85,38600000000.0,0.91
2020-07-14,1177.41,1181.14,1186.58,1170.02,51700000000.0,-0.56
2020-07-13,1183.99,1162.62,1183.99,1161.26,44600000000.0,3.13
2020-07-10,1148.09,1154.51,1154.51,1128.29,50300000000.0,-0.85
2020-07-09,1157.94,1193.49,1196.86,1156.34,52699999999.99999,-2.46
2020-07-08,1187.13,1196.03,1202.03,1185.77,59200000000.0,-0.52
2020-07-07,1193.39,1187.92,1197.45,1170.75,76700000000.0,0.72
2020-07-06,1184.85,1166.74,1185.12,1166.74,45400000000.0,2.36
2020-07-03,1157.48,1173.16,1173.91,1153.12,45599999999.99999,-0.99
2020-07-02,1169.08,1158.44,1171.78,1157.46,43500000000.0,1.38
2020-07-01,1153.15,1171.68,1173.58,1151.23,52800000000.0,-1.04
2020-06-30,1165.25,1164.26,1169.71,1161.47,53900000000.0,0.59
2020-06-29,1158.43,1147.76,1160.15,1144.32,37400000000.0,1.02
2020-06-26,1146.68,1151.17,1153.55,1143.89,30900000000.0,0.46
2020-06-25,1141.39,1143.92,1149.75,1134.2,36400000000.0,-0.27
2020-06-24,1144.49,1153.69,1156.27,1143.33,42500000000.0,-0.77
2020-06-23,1153.39,1156.17,1162.79,1150.6,47000000000.0,0.13
2020-06-22,1151.9,1147.01,1154.47,1142.67,43099999999.99999,1.39
2020-06-19,1136.12,1135.61,1143.38,1128.58,48900000000.0,0.99
2020-06-18,1124.95,1111.17,1126.76,1111.17,40500000000.0,1.4
2020-06-17,1109.4,1112.81,1116.15,1104.14,32000000000.0,0.0
2020-06-16,1109.4,1108.15,1118.75,1107.06,37300000000.0,1.26
2020-06-15,1095.56,1093.93,1100.67,1087.16,29800000000.0,-0.25
2020-06-12,1098.35,1084.85,1101.27,1078.33,28800000000.0,0.62
2020-06-11,1091.55,1093.74,1101.58,1087.45,34500000000.0,-0.57
2020-06-10,1097.79,1096.0,1104.1,1093.92,35100000000.0,0.5
2020-06-09,1092.37,1099.45,1103.3,1084.56,28400000000.0,-0.36
2020-06-08,1096.37,1103.32,1110.43,1092.48,25200000000.0,-0.35
2020-06-05,1100.22,1101.43,1106.02,1095.46,20000000000.0,0.44
2020-06-04,1095.37,1093.84,1098.53,1087.79,29200000000.0,0.39
2020-06-03,1091.11,1089.26,1092.31,1083.27,29000000000.0,0.94
2020-06-02,1080.97,1077.88,1084.84,1070.99,30299999999.999996,0.77
2020-06-01,1072.66,1064.81,1073.72,1063.57,28400000000.0,1.65
2020-05-29,1055.2,1051.83,1056.69,1046.71,28500000000.0,0.15
2020-05-28,1053.6,1055.56,1062.92,1045.35,26800000000.0,0.39
2020-05-27,1049.54,1037.98,1054.95,1037.98,25500000000.0,1.87
2020-05-22,1030.24,1024.54,1033.07,1020.14,15700000000.0,0.37
2020-05-21,1026.49,1022.24,1032.27,1021.49,20600000000.0,0.48
2020-05-20,1021.58,1024.92,1029.98,1019.68,20700000000.0,0.17
2020-05-18,1019.83,1008.97,1022.25,1008.97,24200000000.0,2.22
2020-05-15,997.68,996.78,1008.13,996.78,18800000000.0,0.58
2020-05-14,991.93,1000.08,1003.81,984.94,23300000000.0,-0.96
2020-05-13,1001.59,997.05,1008.65,994.43,23900000000.0,0.55
2020-05-12,996.16,979.26,997.08,977.4,25400000000.0,1.87
2020-05-11,977.92,984.2,986.41,977.92,20900000000.0,-0.05
2020-05-08,978.45,989.03,995.14,976.72,26000000000.0,-0.56
2020-05-07,983.99,985.8,992.73,978.0,23900000000.0,-0.17
2020-05-06,985.71,988.86,992.8,980.69,22799999999.999996,-0.17
2020-05-05,987.38,996.34,997.91,978.8,20400000000.0,-0.11
2020-05-04,988.42,1002.54,1002.54,983.06,17000000000.0,-2.24
2020-04-30,1011.1,1019.96,1023.28,993.6,23200000000.0,-0.48
2020-04-29,1015.95,1012.12,1017.43,1005.79,21400000000.0,0.88
2020-04-28,1007.07,1015.43,1019.18,1006.21,24800000000.0,-0.55
2020-04-27,1012.67,1000.86,1013.61,1000.86,25600000000.0,2.54
2020-04-24,987.59,984.49,994.97,979.29,22400000000.000004,0.6
2020-04-22,981.71,981.29,989.62,978.97,22900000000.0,0.57
2020-04-21,976.19,983.68,985.03,972.76,22300000000.0,-1.34
2020-04-20,989.46,986.62,992.67,980.68,22100000000.0,0.78
2020-04-17,981.8,982.87,987.59,976.01,23300000000.0,2.01
2020-04-16,962.49,967.06,970.65,953.3,20900000000.0,0.41
2020-04-15,958.55,989.45,990.44,946.02,24400000000.0,-2.73
2020-04-14,985.5,974.91,986.3,972.73,24000000000.0,2.23
2020-04-13,963.99,954.63,973.12,950.19,19900000000.0,-0.07
2020-04-10,964.71,962.01,974.83,953.52,22300000000.0,0.66
2020-04-09,958.34,942.75,958.34,936.29,28500000000.0,2.8
2020-04-08,932.25,924.82,932.75,918.03,16900000000.0,0.91
2020-04-07,923.82,931.74,947.79,923.82,28200000000.0,0.34
2020-04-06,920.71,909.89,921.58,906.31,17900000000.0,2.81
2020-04-03,895.53,896.14,899.69,890.43,15700000000.0,0.05
2020-04-02,895.11,897.48,904.09,880.82,23800000000.0,0.48
2020-04-01,890.85,882.86,903.99,878.89,25400000000.0,-0.62
2020-03-31,896.44,892.79,902.69,886.42,19300000000.0,1.8
2020-03-30,880.59,879.37,888.12,868.15,14300000000.0,-0.07
2020-03-27,881.25,918.34,922.99,881.25,21100000000.0,-3.72
2020-03-26,915.28,889.6,918.07,884.81,23900000000.0,2.77
2020-03-25,890.63,905.19,919.59,881.23,26400000000.0,-0.25
2020-03-24,892.86,875.71,896.38,870.5,19400000000.0,5.98
2020-03-23,842.46,830.44,865.87,825.28,17900000000.0,-1.81
2020-03-20,857.96,872.17,880.93,850.05,16100000000.000002,0.71
2020-03-19,851.95,849.4,868.79,840.72,17700000000.0,-0.45
2020-03-18,855.77,847.77,878.25,843.03,16700000000.0,-1.38
2020-03-17,867.78,889.23,889.49,819.36,20700000000.0,-1.26
2020-03-16,878.88,922.64,922.64,868.53,13899999999.999998,-8.07
2020-03-13,956.05,936.58,988.56,916.44,22599999999.999996,2.1
2020-03-12,936.39,984.48,990.27,928.54,17400000000.0,-7.26
2020-03-11,1009.66,1004.16,1028.39,988.06,18600000000.0,-0.1
2020-03-10,1010.63,1060.21,1068.57,1010.22,18200000000.0,-2.38
2020-03-09,1035.24,1065.4,1065.85,1019.95,15900000000.0,-5.54
2020-03-06,1096.01,1116.54,1123.45,1087.75,15000000000.0,-1.98
2020-03-05,1118.15,1125.05,1131.07,1114.03,15600000000.0,0.93
2020-03-04,1107.85,1109.59,1128.99,1106.78,21900000000.0,-0.38
2020-03-03,1112.07,1089.97,1112.07,1088.81,18400000000.0,3.63
2020-03-02,1073.1,1083.79,1094.05,1064.25,17000000000.0,1.24
2020-02-28,1059.94,993.32,1077.6,993.32,17900000000.0,-4.01
2020-02-27,1104.18,1139.76,1144.64,1104.18,25400000000.0,-4.13
2020-02-26,1151.71,1142.82,1153.53,1131.47,22799999999.999996,0.7
2020-02-25,1143.65,1156.26,1159.92,1138.5,25099999999.999996,-0.37
2020-02-24,1147.89,1149.84,1149.84,1134.63,19700000000.0,-1.75
2020-02-21,1168.29,1150.89,1174.15,1144.53,26000000000.0,1.03
2020-02-20,1156.42,1192.89,1193.5,1149.21,26500000000.0,-2.98
2020-02-19,1191.96,1200.36,1204.65,1185.71,20800000000.0,-0.32
2020-02-18,1195.74,1204.51,1204.51,1191.45,25700000000.0,-1.01
2020-02-17,1207.92,1209.82,1212.42,1205.61,25600000000.0,0.53
2020-02-14,1201.51,1210.82,1215.81,1200.49,23100000000.0,-0.32
2020-02-13,1205.41,1200.0,1208.12,1194.72,22100000000.0,0.41
2020-02-12,1200.49,1199.4,1213.7,1192.29,30000000000.0,0.21
2020-02-11,1197.98,1195.05,1200.78,1174.51,26900000000.0,1.23
2020-02-10,1183.42,1204.59,1211.9,1166.48,27900000000.0,-2.21
2020-02-07,1210.15,1224.76,1228.12,1209.13,21400000000.0,-1.04
2020-02-06,1222.84,1227.12,1238.45,1219.92,26600000000.0,-0.03
2020-02-05,1223.21,1224.17,1236.29,1219.06,28200000000.0,0.15
2020-02-04,1221.36,1204.76,1222.2,1201.59,23600000000.0,2.43
2020-02-03,1192.43,1194.37,1197.84,1187.62,23800000000.0,0.09
2020-01-31,1191.4,1200.96,1203.18,1191.4,26900000000.0,-0.59
2020-01-30,1198.5,1192.31,1198.72,1182.56,21000000000.0,0.13
2020-01-29,1196.89,1205.86,1207.41,1195.06,22500000000.0,-0.09
2020-01-28,1198.02,1208.16,1211.09,1194.03,23100000000.0,-0.29
2020-01-27,1201.5,1207.12,1216.74,1200.0,23600000000.0,-1.63
2020-01-24,1221.42,1236.94,1239.36,1207.61,23700000000.0,-0.32
2020-01-23,1225.4,1223.92,1234.57,1221.88,21600000000.0,-0.17
2020-01-22,1227.47,1242.16,1245.37,1223.69,26100000000.0,-0.65
2020-01-21,1235.56,1218.87,1238.04,1215.04,28000000000.0,0.76
2020-01-20,1226.2,1218.79,1229.26,1218.79,22799999999.999996,0.94
2020-01-17,1214.75,1216.19,1218.74,1205.97,20900000000.0,0.39
2020-01-16,1210.01,1213.78,1224.82,1207.63,32100000000.0,0.05
2020-01-15,1209.39,1212.33,1218.04,1204.42,33800000000.0,-0.4
2020-01-14,1214.23,1203.93,1215.04,1195.75,25700000000.0,0.98
2020-01-13,1202.49,1195.95,1209.0,1195.95,28800000000.0,1.34
2020-01-10,1186.64,1182.51,1191.4,1177.01,32799999999.999996,0.57
2020-01-09,1179.9,1152.36,1181.45,1152.36,34300000000.0,4.53
2020-01-08,1128.76,1109.61,1133.42,1107.46,23300000000.0,0.25
2020-01-07,1126.0,1125.94,1133.87,1123.48,17800000000.0,1.07
2020-01-06,1114.13,1125.32,1129.73,1112.12,20400000000.0,-2.0
2020-01-03,1136.84,1151.43,1155.71,1126.17,29300000000.0,-1.94
2020-01-02,1159.32,1149.03,1159.32,1145.66,24100000000.0,1.32
